mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
6,11,5,OO,5672,SFO,158,18.37,62,-12
0,29,2,AA,382,ORD,733,9.83,120,7
11,15,1,OO,5738,SFO,462,21.58,116,12
5,18,3,OO,5426,SFO,86,21.83,47,0
4,21,3,OH,5570,LGA,461,19.52,122,37
8,27,6,AA,1836,SJC,1438,11.33,205,-8
6,11,5,B6,169,JFK,2569,8.67,370,-14
9,16,4,OO,6069,SFO,599,9.43,110,-18
0,19,6,UA,1188,ORD,1012,11.92,160,45
6,4,5,B6,900,ORD,740,6,129,-6
3,19,6,UA,46,OGG,2486,20.58,303,-12
8,14,0,AA,2455,ORD,1440,7.5,220,-3
10,14,5,OO,6012,ORD,584,6.82,108,-1
6,4,5,AA,1242,SJC,1438,6.33,210,7
7,16,6,HA,180,OGG,84,12.08,31,1
2,30,0,OO,5817,ORD,196,20.75,62,132
6,15,2,UA,594,ORD,606,6.53,116,68
3,26,6,AA,442,SFO,2585,11.92,320,17
6,12,6,UA,39,SFO,2338,16.9,320,168
0,19,6,B6,612,JFK,187,14.33,75,17
4,27,2,OO,6669,ORD,1186,10.07,190,-2
6,29,2,AA,350,ORD,733,18.08,140,-13
3,23,3,OO,5914,ORD,323,14.33,80,-2
11,26,5,OO,6198,ORD,286,15.9,76,NA
3,30,3,OH,5263,LGA,292,15.67,103,142
7,18,1,OO,6356,SFO,599,21.25,103,60
5,27,5,OH,5046,JFK,508,20.17,145,100
9,13,1,AA,2268,ORD,867,12.25,130,-1
9,10,5,UA,692,ORD,733,20.4,127,-22
2,17,1,UA,27,JFK,2475,15.5,381,20
6,6,0,UA,371,ORD,1739,17.98,260,19
0,16,3,AA,2378,ORD,1197,16.08,180,-2
4,21,3,AA,487,JFK,1391,17.48,235,-11
1,25,1,AA,354,ORD,733,17.58,135,NA
11,22,1,B6,131,JFK,1074,7.33,195,64
2,4,2,UA,253,ORD,888,17.93,157,93
3,26,6,WN,3085,SJC,417,18.5,75,-3
3,17,4,WN,875,SJC,333,21.83,70,13
8,18,4,UA,1142,ORD,473,13.67,90,-11
9,2,4,AA,1323,JFK,740,7.75,150,8
1,5,2,UA,253,ORD,888,17.8,157,89
9,14,2,UA,1184,SFO,967,5.92,147,-1
6,29,2,UA,614,ORD,612,13.08,112,22
4,30,5,AA,1297,LGA,761,19.25,155,-17
3,24,4,AA,1191,LGA,1020,18.48,195,-6
4,13,2,AA,1773,ORD,1118,19.17,185,126
9,4,6,OO,5963,ORD,130,14.82,55,-19
2,21,5,AA,329,LGA,733,12.83,160,125
0,27,0,B6,193,JFK,2248,10.5,355,105
6,8,2,OH,5241,JFK,425,19.98,130,241
6,16,3,AA,2079,ORD,1723,8.33,245,-6
9,31,5,OH,6718,JFK,508,16.17,148,-8
9,27,1,OO,5783,SFO,304,11.58,94,70
3,15,2,B6,2,JFK,301,6.67,84,-8
11,3,3,AA,1341,ORD,1846,7.42,290,-9
3,21,1,UA,622,ORD,612,17,109,3
3,18,5,UA,47,JFK,2475,9.5,373,25
2,18,2,US,58,SMF,397,20.67,84,19
4,28,3,OO,5947,ORD,531,13.97,105,0
1,27,3,B6,1134,JFK,267,13.17,74,26
10,25,2,OO,5526,SFO,316,10.63,82,38
4,2,5,AA,1797,ORD,258,11.83,65,91
8,12,5,UA,931,SFO,337,19.2,92,-1
0,20,0,UA,617,ORD,1726,15.5,269,60
5,22,0,UA,486,ORD,412,9,86,24
6,18,5,OO,6493,SJC,308,14.55,80,24
5,20,5,AA,2466,SFO,1464,0.67,200,-6
10,28,5,WN,562,SFO,1855,13.58,250,18
9,5,0,UA,405,LGA,1619,10.42,258,27
11,14,0,AA,1733,ORD,1440,19.08,230,37
5,12,4,AA,1551,LGA,764,19.92,140,94
5,23,1,OO,5444,SFO,191,17.85,70,95
8,1,1,AA,2325,ORD,802,12.83,145,45
2,1,6,UA,79,SFO,2398,18.67,341,101
2,10,1,UA,581,ORD,1739,11.92,269,-9
5,5,4,UA,462,ORD,867,8.02,136,6
11,21,0,UA,482,SFO,967,19.17,142,0
11,14,0,US,19,JFK,2153,9.48,351,11
5,12,4,UA,248,ORD,235,18.92,79,85
3,10,4,UA,544,SFO,550,16.42,99,17
8,24,3,WN,452,SFO,651,16.17,125,-17
5,3,2,B6,25,JFK,1069,6.5,167,-18
7,12,2,AA,599,LGA,1097,10.58,185,38
9,8,3,OO,6062,ORD,67,15.73,48,-9
10,5,3,AA,2331,ORD,802,14.42,160,-17
0,20,0,UA,896,ORD,606,13.25,117,-13
6,14,1,OH,5739,JFK,340,21.48,125,56
11,8,1,UA,332,ORD,235,21.75,74,16
1,12,2,AA,554,SFO,1846,16.58,245,14
5,15,0,AA,743,LGA,1389,12.75,225,65
3,18,5,AA,1670,ORD,1182,8.42,175,17
7,20,3,UA,725,ORD,802,20.58,136,32
2,4,2,WN,1291,SMF,1790,7.17,235,0
6,15,2,OH,5530,JFK,199,8.67,98,29
9,16,4,UA,289,ORD,925,17.75,160,20
4,20,2,UA,681,LGA,733,13,149,NA
7,14,4,AA,1358,ORD,867,20.67,135,-16
6,17,4,AA,341,LGA,733,16.58,155,30
1,15,5,OO,6567,ORD,911,20.25,158,-14
2,20,4,OO,5781,SMF,207,6.83,65,-11
10,21,5,WN,1498,SFO,447,16.33,90,2
3,10,4,OO,5970,ORD,179,21.65,57,89
5,25,3,UA,70,OGG,3303,20.17,395,-7
1,14,4,UA,269,ORD,403,19.92,93,82
7,3,0,UA,374,SFO,1504,11.55,214,71
6,29,2,UA,1536,ORD,1005,18.88,156,9
6,25,5,AA,1605,ORD,1723,13.83,245,-8
0,22,2,UA,653,ORD,1829,20.17,279,42
3,17,4,OO,3835,SFO,599,10.25,107,-11
11,1,1,OH,6655,LGA,585,13.5,143,25
3,6,0,UA,119,SFO,337,16,84,-7
8,8,1,UA,672,ORD,733,8.08,128,-22
6,22,2,US,784,SFO,2296,22.42,301,-21
4,29,4,OO,5888,ORD,109,14.75,47,-6
3,3,4,OH,5424,LGA,610,9.42,150,20
8,25,4,AA,2223,LGA,887,17,170,-9
2,28,5,UA,67,ORD,1745,6.75,268,4
8,21,0,B6,97,JFK,1626,19.58,285,-10
0,22,2,UA,409,LGA,1619,17.15,271,87
6,17,4,OH,5081,LGA,1011,11.75,181,-1
8,23,2,UA,1518,ORD,1005,8,152,66
5,10,2,OO,5899,ORD,122,13.22,50,-10
8,21,0,AA,419,ORD,1236,10.33,195,-24
10,6,4,US,1291,ORD,599,12.5,105,16
7,15,5,HA,133,OGG,100,9.5,34,-3
7,28,4,UA,385,ORD,334,15,86,-13
6,17,4,OO,3928,SJC,585,16.2,109,85
2,31,1,WN,816,SMF,404,13.75,85,22
8,25,4,OO,6332,SFO,262,12.75,72,-2
2,21,5,WN,466,SMF,480,14.58,85,21
8,22,1,OO,6107,SFO,77,10.68,48,-19
1,21,4,UA,673,LGA,733,9,155,5
11,26,5,WN,2731,TUS,451,16.83,95,22
10,21,5,OH,6497,LGA,722,9.1,168,29
7,10,0,UA,186,SFO,2521,14.08,332,27
4,13,2,OO,5964,ORD,174,6.8,55,-11
8,14,0,HA,595,OGG,100,21,34,-1
9,23,4,UA,574,ORD,235,14.08,83,-7
3,2,3,AA,1165,JFK,1090,8.25,190,21
0,3,4,WN,3662,SFO,447,14.25,90,166
11,3,3,B6,217,JFK,2465,18.08,405,-24
5,21,6,OH,5539,JFK,589,21.5,149,6
6,17,4,AA,915,JFK,1090,11.75,185,35
3,10,4,AA,1240,ORD,1197,14.5,185,57
1,19,2,UA,566,ORD,606,18.08,116,12
1,12,2,US,2181,LGA,214,16,82,85
2,9,0,OH,5592,JFK,187,19,120,NA
8,15,1,UA,1448,ORD,1012,16.92,155,55
10,14,5,OO,5941,ORD,409,18.48,89,17
3,9,3,WN,2882,SFO,447,20.42,90,30
2,1,6,AA,2286,SFO,337,14.08,85,3
11,22,1,OO,5790,SFO,153,17.08,62,26
6,11,5,US,651,SFO,2521,6.5,329,26
8,28,0,AA,462,ORD,647,19.92,110,47
9,13,1,UA,1019,ORD,1745,6.43,269,-18
4,31,6,B6,641,JFK,2586,8.08,433,NA
3,20,0,AA,441,ORD,334,14.25,90,-13
8,27,6,OO,5566,SFO,158,11.63,66,9
4,10,6,OO,5819,ORD,466,8.65,94,32
0,30,3,AA,444,ORD,867,10.08,130,NA
11,21,0,OO,6059,ORD,462,8.7,99,40
11,14,0,OO,5807,ORD,911,10.03,156,31
0,8,2,UA,456,ORD,528,17.5,102,44
0,19,6,HA,595,OGG,100,21.33,34,-3
3,9,3,OO,6644,TUS,639,6,114,-14
4,26,1,OO,6332,SFO,262,12.75,68,62
9,1,3,OO,6069,SFO,599,9.43,110,-3
5,25,3,OO,5496,SFO,191,22.78,70,-10
11,22,1,US,2134,LGA,185,16,69,21
9,8,3,AA,827,ORD,1829,18.25,275,-9
4,28,3,AA,647,JFK,1597,13.42,230,23
1,28,4,OO,5567,SFO,158,15.5,59,-4
8,7,0,UA,543,ORD,1498,19.92,233,45
4,28,3,AA,2099,ORD,1745,7.25,265,9
6,4,5,US,782,SFO,2296,13.17,304,0
1,20,3,UA,893,JFK,2586,8.53,403,-32
3,11,5,AA,2450,SFO,337,12.08,85,3
7,25,1,HA,595,OGG,100,21.17,34,NA
2,5,3,WN,631,SJC,417,19.08,80,-12
9,26,0,B6,915,JFK,740,13.67,158,28
2,10,1,UA,77,SFO,2398,16.75,341,-8
9,13,1,AA,1377,ORD,1721,19.92,265,20
1,1,5,B6,1051,JFK,340,8.42,114,17
8,12,5,UA,456,SMF,1781,9.97,234,-5
2,28,5,UA,851,LGA,733,10,160,24
6,10,4,WN,468,SFO,337,6.92,80,-6
6,24,4,OO,5426,SFO,86,22.25,47,-4
7,28,4,AA,381,LGA,733,21,140,14
7,16,6,UA,46,OGG,2486,20.83,301,-17
1,25,1,UA,357,ORD,802,17.92,150,105
9,28,2,B6,81,JFK,1069,13.98,182,11
11,7,0,OH,6707,JFK,213,18.67,109,31
4,3,6,AA,1258,ORD,1012,13.5,160,-7
2,12,3,WN,242,SJC,308,9.17,75,-12
1,7,4,UA,1506,SFO,651,18.22,117,2
8,13,6,OO,5563,SMF,86,8.62,46,85
7,18,1,OH,5166,LGA,585,20.5,131,104
8,21,0,AA,1258,ORD,1012,13.5,155,11
1,12,2,UA,158,SFO,1846,23.08,238,17
6,6,0,AA,782,ORD,1012,19.25,150,38
11,15,1,WN,3833,SJC,308,17.33,75,NA
8,11,4,OO,6018,ORD,588,11.98,111,200
5,26,4,OH,5546,LGA,461,14.67,118,13
3,28,1,AA,1972,ORD,647,16.33,115,91
10,22,6,OO,5737,SFO,153,11,59,85
10,6,4,AA,333,ORD,258,16.67,70,50
0,30,3,US,1627,LGA,544,17.08,129,49
2,8,6,OO,5718,SFO,78,13.55,42,-6
4,9,5,UA,245,ORD,888,9,159,70
6,3,4,WN,1812,SJC,308,13.25,75,-8
2,23,0,B6,195,JFK,2248,18.5,373,82
2,6,4,UA,614,ORD,612,13.17,107,NA
7,14,4,AA,1521,ORD,1437,19.58,210,82
5,26,4,AA,1600,ORD,235,14.58,75,54
3,25,5,UA,837,JFK,2586,7.15,378,3
6,9,3,AA,1194,SJC,1829,13.33,250,211
8,20,6,AA,313,LGA,733,8.92,150,-31
2,14,5,B6,739,JFK,1617,23.92,228,65
3,30,3,UA,1504,SFO,414,10.87,99,-8
11,8,1,WN,3062,SJC,342,16.58,75,-7
10,17,1,UA,405,LGA,1619,10.98,276,-32
1,5,2,B6,916,ORD,740,16.08,141,12
1,18,1,OH,5232,ORD,740,9.67,137,44
10,10,1,UA,689,LGA,733,17.22,158,219
2,14,5,OO,6360,SFO,599,15.57,110,77
11,19,5,AA,1555,JFK,1090,14.92,200,65
6,24,4,AA,2355,ORD,802,20.08,135,139
0,24,4,OO,6391,TUS,451,17.07,96,13
2,14,5,OO,5427,SFO,199,7.88,65,5
6,23,3,AA,378,ORD,733,11.75,130,41
7,2,6,UA,672,ORD,733,8.05,128,NA
5,2,1,WN,3253,SJC,569,10.83,100,10
10,19,3,AA,85,JFK,2586,14.92,390,-32
4,15,4,B6,215,JFK,2465,15.92,356,92
0,27,0,UA,534,ORD,867,13,136,40
4,20,2,B6,1069,JFK,1522,20,254,128
4,8,4,UA,341,ORD,416,9.75,89,-14
2,19,3,B6,855,JFK,1028,21.75,162,123
5,28,6,AA,1611,ORD,1721,7.42,255,0
7,8,5,OH,5674,JFK,274,12.92,86,59
8,30,2,OO,5965,ORD,286,21.22,76,-15
8,21,0,UA,180,SFO,2704,22.17,338,27
11,2,2,WN,1590,SFO,414,6.75,85,-6
10,10,1,WN,1309,SMF,389,16.5,75,-11
9,25,6,OO,5724,SFO,78,16.22,43,-4
5,12,4,WN,2647,TUS,321,7,60,-6
7,2,6,AA,755,ORD,1041,10.75,160,-13
5,3,2,UA,486,ORD,412,9.15,82,20
11,27,6,WN,1775,SFO,967,6.5,150,-9
11,5,5,UA,950,ORD,589,13.2,110,33
3,4,5,UA,886,SFO,337,13,87,28
8,11,4,UA,837,JFK,2586,7.12,380,26
2,31,1,UA,180,SFO,2704,22.5,338,208
6,25,5,AA,392,ORD,733,7.5,125,NA
9,24,5,UA,725,ORD,802,20.27,144,53
7,12,2,US,231,SFO,651,6,119,-9
10,21,5,OH,6939,JFK,228,15.08,93,17
7,23,6,AA,363,LGA,733,19.42,150,43
8,26,5,UA,669,LGA,733,6.98,141,31
11,18,4,AA,753,LGA,1389,14.25,255,38
10,30,0,B6,41,JFK,944,9.08,181,33
6,14,1,UA,442,ORD,316,19.48,82,76
11,23,2,UA,172,SFO,2704,8.62,335,-10
4,23,5,US,881,ORD,599,7.67,114,-18
3,14,1,UA,176,SFO,2704,11.35,344,4
3,28,1,UA,662,ORD,843,19.42,135,80
0,31,4,B6,648,SFO,2586,23.08,325,138
3,3,4,UA,5,JFK,2586,6,378,36
2,19,3,OO,6439,ORD,213,20.17,68,-5
0,29,2,UA,470,ORD,678,20.93,116,258
8,12,5,UA,46,OGG,2486,20.83,300,29
4,4,0,OO,5889,ORD,925,14.83,166,-11
6,10,4,UA,912,ORD,473,15.85,97,57
4,28,3,US,473,JFK,2248,9.67,343,1
6,17,4,UA,672,ORD,733,7.92,128,-8
5,10,2,UA,540,ORD,867,18.02,144,NA
0,31,4,OO,5561,SFO,262,9.83,79,25
0,10,4,WN,3585,SMF,647,21.08,105,13
9,20,1,UA,678,ORD,733,10.92,143,-6
9,28,2,WN,2195,TUS,367,14,75,-10
11,6,6,UA,820,SFO,679,13.55,129,-16
6,19,6,UA,719,ORD,588,20.5,109,41
8,16,2,US,161,SJC,386,14.08,84,23
6,15,2,OH,5519,LGA,585,7.75,131,-31
2,13,4,OO,6083,ORD,466,17.25,102,-23
5,27,5,B6,187,JFK,2248,7.67,330,-12
9,20,1,UA,656,ORD,177,13.2,68,-4
7,29,5,AA,2050,ORD,1197,12.42,185,44
3,27,0,B6,106,TUS,2136,23,264,68
2,10,1,B6,51,JFK,1074,13.5,185,13
11,21,0,OO,6703,ORD,491,20.92,103,165
2,28,5,UA,748,SFO,192,10.87,56,-5
10,26,3,UA,642,ORD,719,10.2,147,-30
0,4,5,WN,957,SMF,479,13.5,90,39
4,14,3,AA,1734,SFO,1464,0.67,190,4
7,10,0,OH,5166,LGA,585,20.5,131,NA
7,27,3,UA,617,ORD,1726,15.17,256,-17
1,22,5,AA,1314,TUS,813,10.58,125,-26
9,8,3,HA,180,OGG,84,11.9,31,3
5,10,2,B6,648,SFO,2586,22.33,336,NA
9,3,5,OO,6352,SFO,751,21.33,120,-9
8,22,1,WN,629,SMF,373,21.75,80,-6
3,10,4,AA,1058,ORD,1005,19.42,150,147
0,31,4,AA,154,ORD,867,17.25,135,NA
0,25,5,AA,380,ORD,733,10.67,125,44
11,3,3,WN,2041,TUS,365,7.17,75,1
2,28,5,AA,1228,TUS,1437,12.08,204,-2
11,27,6,AA,185,JFK,2475,20.67,387,10
2,27,4,WN,457,SJC,386,21.83,80,-10
1,8,5,AA,2337,ORD,802,15.75,155,39
11,18,4,OO,6066,ORD,773,13.37,124,30
11,5,5,US,2120,LGA,185,9,74,-22
1,14,4,WN,3427,SMF,605,9.83,115,-2
0,18,5,AA,2098,ORD,867,16,135,30
2,19,3,UA,293,ORD,1652,11.93,246,31
8,1,1,AA,1637,ORD,1437,9.83,210,-7
7,11,1,UA,1575,ORD,1515,9.83,231,24
4,18,0,WN,466,SJC,342,20.83,80,-13
10,12,3,OH,6373,LGA,585,16.5,145,-8
5,26,4,B6,1026,JFK,187,21.67,91,84
0,2,3,WN,170,SJC,386,9.42,80,-8
4,7,3,AA,354,ORD,733,16.75,140,29
2,7,5,AA,1306,SFO,1464,6.92,210,15
8,7,0,US,670,ORD,678,5.75,122,-2
7,7,4,HA,177,OGG,100,14.05,34,8
0,2,3,OO,5932,ORD,416,14.47,88,88
0,11,5,WN,324,SJC,188,9.5,55,2
10,17,1,OO,6156,SFO,372,10.4,84,12
6,13,0,HA,19,SMF,2462,8.75,315,-1
10,6,4,US,343,ORD,1440,7.33,243,-20
1,1,5,UA,121,ORD,1745,15.08,268,25
5,5,4,AA,895,ORD,888,12.67,145,92
11,16,2,AA,582,SJC,1438,8.08,210,-21
5,13,5,UA,220,SFO,2419,16.13,307,NA
11,20,6,OO,5867,ORD,1041,20.5,176,165
3,7,1,UA,410,SMF,910,6,147,-16
4,14,3,US,493,SJC,621,16.2,112,-7
1,29,5,UA,72,SFO,372,17.02,87,30
1,7,4,UA,414,SJC,948,14.25,145,26
3,22,2,OO,5866,ORD,466,12.92,94,6
3,15,2,AA,889,ORD,1745,17.17,260,11
7,6,3,AA,1442,ORD,612,16.58,110,25
0,21,1,WN,3077,SJC,296,13.25,60,-5
5,14,6,AA,2093,LGA,1097,11.83,185,21
0,6,0,AA,1349,ORD,1437,14.75,225,79
3,24,4,UA,695,LGA,733,19.98,160,33
2,13,4,AA,2253,ORD,1162,12.17,185,9
1,9,6,UA,678,ORD,733,11,128,28
6,9,3,B6,353,JFK,2465,7.83,350,7
1,24,0,WN,3493,SMF,373,16.33,80,17
0,23,3,OO,5482,SFO,199,12.83,65,43
11,31,3,AA,1757,ORD,1745,9.25,285,-24
5,22,0,B6,174,SJC,2569,22.5,328,61
2,9,0,UA,1463,ORD,1515,11.92,240,38
2,12,3,AA,1,JFK,2475,9,380,90
3,4,5,AA,554,SFO,1846,16.58,245,-15
11,1,1,OH,6742,JFK,426,13.67,107,41
7,6,3,US,1571,ORD,678,16.42,128,-6
0,28,1,OO,5888,ORD,109,14.88,54,NA
2,15,6,UA,851,LGA,733,10.17,160,26
5,3,2,UA,887,ORD,416,15.25,89,33
5,11,3,OH,5046,JFK,508,20.17,145,145
7,13,3,WN,2634,TUS,365,12.17,75,-10
7,9,6,OO,5572,SFO,329,10.42,89,60
10,15,6,B6,133,JFK,1074,10.18,197,49
7,14,4,B6,285,JFK,2248,14.83,332,430
6,28,1,WN,1466,SMF,480,8.83,90,28
11,23,2,B6,705,JFK,1597,18.5,257,-18
10,1,6,UA,1186,ORD,296,7.87,76,-12
0,24,4,AA,2077,ORD,585,9.92,115,2
2,15,6,UA,730,ORD,622,18.92,109,-6
1,10,0,AA,1823,ORD,1144,9,170,40
5,5,4,UA,929,ORD,1739,11.93,260,23
0,16,3,AA,1400,ORD,1005,14.83,155,1
2,16,0,WN,3567,SMF,389,11.75,75,-4
11,3,3,US,1291,ORD,599,12.5,105,21
0,14,1,B6,69,JFK,1069,13.25,178,28
8,4,4,OO,6557,ORD,139,14.95,52,235
6,16,3,AA,305,ORD,1721,9.33,265,18
7,6,3,WN,2010,SJC,308,19.17,75,10
1,26,2,UA,155,ORD,1846,20.5,278,28
11,21,0,WN,3499,SJC,417,17.08,80,56
4,24,6,AA,423,JFK,1090,11.75,180,19
8,9,2,WN,275,SFO,337,12.08,85,94
6,21,1,WN,3225,SMF,373,19.58,85,-2
1,12,2,OH,5543,LGA,585,13.47,150,NA
3,3,4,AA,1,JFK,2475,9,380,15
2,16,0,B6,1087,JFK,541,21.75,127,63
6,14,1,OO,6089,ORD,1041,8,165,45
3,14,1,AA,2329,ORD,802,13.5,145,34
0,31,4,OO,6567,ORD,911,19.92,158,NA
0,11,5,OH,5179,LGA,431,10,119,18
6,2,3,UA,766,ORD,622,21.75,106,141
1,5,2,OO,5983,ORD,139,16.75,54,16
9,30,4,AA,177,JFK,2586,17.42,385,-25
10,15,6,OH,6792,JFK,187,9.75,85,310
10,26,3,WN,3949,SJC,308,9.08,75,-5
6,6,0,OH,5637,JFK,508,16.17,140,130
1,12,2,AA,2495,ORD,403,9.67,85,NA
1,5,2,WN,284,SMF,373,13.75,80,20
9,31,5,OO,5448,SFO,191,7.97,67,71
5,19,4,UA,562,SFO,550,14.68,101,8
4,31,6,UA,793,ORD,334,12,83,16
5,20,5,UA,614,ORD,612,13.08,111,26
2,19,3,WN,480,SMF,373,18.58,80,22
7,20,3,UA,1299,ORD,412,11.05,86,77
0,20,0,UA,645,ORD,1726,17.32,269,23
3,22,2,UA,158,SFO,1846,23.25,240,1
9,11,6,OO,6475,ORD,179,13.33,58,-14
7,27,3,US,2122,LGA,185,10,78,-3
3,13,0,AA,1201,ORD,258,14.67,70,24
6,16,3,AA,1258,ORD,1012,13.5,160,33
8,16,2,OH,6563,LGA,604,20.25,135,-22
0,27,0,WN,3748,SJC,386,12.67,80,171
5,11,3,US,378,SMF,2244,22.5,280,228
0,21,1,UA,717,ORD,1723,19.92,265,NA
1,22,5,AA,127,JFK,2446,18.33,385,NA
0,6,0,OH,4949,JFK,213,20,122,-28
7,29,5,OO,4097,ORD,264,13.78,73,18
7,2,6,UA,34,SFO,2586,22.32,340,-14
9,5,0,US,17,JFK,2153,15.98,325,21
11,2,2,OO,5602,SFO,86,8.58,45,104
2,12,3,AA,2253,ORD,1162,12.17,185,-4
2,27,4,UA,1514,ORD,1182,19.17,179,76
5,27,5,OO,6198,ORD,286,15.88,83,20
10,14,5,HA,115,OGG,100,7.37,34,-7
2,2,0,B6,1016,JFK,187,18.42,100,-26
11,15,1,UA,1242,ORD,849,19.15,134,-16
7,3,0,UA,1186,ORD,296,7.82,72,6
7,2,6,US,2181,LGA,214,16,80,139
2,28,5,AA,329,LGA,733,12.83,160,42
2,6,4,B6,610,JFK,187,9.83,85,-14
5,24,2,WN,1597,SJC,569,8.33,100,-7
9,6,1,WN,127,TUS,1440,8.5,195,1
11,20,6,AA,709,LGA,1389,7.92,255,153
1,2,6,WN,2791,SJC,308,13.42,70,-2
7,24,0,AA,2317,ORD,802,10.83,140,55
7,17,0,B6,606,JFK,274,17.42,100,48
9,27,1,HA,515,OGG,100,22.75,34,-21
2,17,1,WN,2030,SMF,647,14.33,110,-9
9,11,6,OO,5548,SFO,329,17.83,90,101
9,29,3,B6,143,JFK,1028,14.83,178,23
3,25,5,B6,53,JFK,1005,13,174,-13
5,8,0,OO,5964,ORD,174,6.85,54,7
1,8,5,AA,375,JFK,1391,17.42,260,-7
7,3,0,AA,309,ORD,1440,10,220,-18
6,19,6,B6,146,JFK,301,13.17,82,34
2,5,3,AA,2361,ORD,802,21,140,22
3,3,4,UA,75,SFO,2398,12.75,317,4
2,25,2,US,343,ORD,1440,7.42,235,7
0,25,5,US,425,SJC,621,12.73,111,13
6,13,0,AA,1407,ORD,1745,12.33,255,21
11,19,5,UA,542,ORD,867,18.42,142,16
1,6,3,WN,1253,TUS,367,14.33,75,45
0,29,2,AA,1846,SJC,1438,15.58,205,20
8,10,3,OO,6408,SFO,451,13.17,87,19
7,2,6,OH,5234,ORD,740,17.5,165,95
7,8,5,OH,5471,JFK,340,21.48,125,NA
6,7,1,OO,5564,SMF,86,20.83,50,22
3,11,5,OO,6048,ORD,760,11.32,125,20
6,29,2,WN,1896,SFO,337,12,80,46
7,4,1,OO,6387,SFO,421,22.33,84,21
6,24,4,OO,5564,SFO,86,19.58,47,-3
5,23,1,AA,2361,ORD,802,21.83,129,57
8,30,2,US,607,ORD,1440,5,228,-28
7,3,0,UA,136,SFO,1846,9.92,251,7
0,14,1,OH,5466,ORD,740,12,142,-5
7,26,2,US,658,SFO,2521,10.75,329,-12
1,29,5,B6,51,JFK,1074,13.5,185,-2
1,1,5,HA,525,OGG,100,10.58,34,-3
4,22,4,UA,668,ORD,733,6,123,-8
3,4,5,OO,5979,ORD,122,17.02,50,18
8,21,0,UA,35,SFO,2338,9,304,-4
4,12,1,UA,64,SFO,372,6.52,88,19
6,6,0,OH,5592,JFK,187,19.33,104,NA
9,4,6,UA,269,ORD,403,21.07,93,-30
2,24,1,UA,34,OGG,2338,12.58,277,4
8,18,4,UA,120,SFO,2419,9.9,310,1
3,2,3,OO,6391,TUS,451,15.92,94,-7
4,2,5,UA,620,ORD,612,16,109,112
11,4,4,WN,268,SMF,389,12.92,75,16
8,17,3,WN,88,SMF,373,15.17,85,-8
4,26,1,UA,100,SFO,2419,12.75,309,55
5,28,6,UA,311,SFO,372,12.3,90,61
3,2,3,UA,745,LGA,1619,14.17,265,28
1,4,1,UA,1524,SFO,414,16.03,92,92
0,7,1,OO,6703,ORD,491,20,102,32
11,22,1,OH,6392,JFK,382,11.67,90,41
11,12,5,OH,6733,LGA,641,11,152,-9
8,8,1,AA,85,JFK,2586,14.92,370,394
4,15,4,OO,5820,SFO,326,13.08,70,42
2,27,4,UA,473,ORD,1726,20.08,266,23
2,10,1,US,2187,LGA,214,19,80,-1
0,17,4,AA,613,JFK,1090,18.58,215,24
1,1,5,OO,5801,ORD,438,8.45,99,15
0,2,3,UA,366,ORD,589,15.75,111,38
0,22,2,UA,150,SFO,1846,16.75,241,80
11,4,4,AA,1753,LGA,950,9,180,-27
0,4,5,OH,5232,ORD,740,9.67,137,-22
0,23,3,AA,2348,ORD,334,16.08,90,NA
0,21,1,B6,106,TUS,2136,23.98,260,-29
1,8,5,B6,1057,JFK,340,20.25,117,21
10,16,0,UA,872,SFO,2419,11.5,302,144
10,9,0,WN,3313,SMF,373,21.92,80,24
3,16,3,OO,5875,ORD,196,8,59,19
11,6,6,US,551,SJC,621,12.58,107,-8
4,28,3,US,1547,ORD,599,16,118,-12
2,1,6,UA,1564,ORD,1144,18.67,170,33
7,24,0,WN,1769,SJC,296,19.83,60,-1
2,31,1,US,514,SJC,386,13.83,83,4
6,24,4,UA,725,ORD,802,20.58,136,145
9,13,1,UA,216,SFO,372,8.58,93,-17
6,16,3,AA,1931,SFO,337,14.75,85,20
0,20,0,OO,5577,SMF,86,5.75,50,-22
2,5,3,UA,330,ORD,678,19.65,123,53
11,1,1,AA,363,LGA,733,19.48,155,88
9,28,2,UA,226,SFO,337,7.8,87,-20
7,9,6,B6,148,JFK,267,20.58,100,-2
5,3,2,AA,345,LGA,733,17.5,160,172
3,25,5,OO,5703,SJC,234,16.9,67,2
10,24,1,OO,5882,ORD,773,13.25,124,5
1,4,1,WN,2791,SJC,308,13.42,70,14
5,24,2,UA,717,ORD,888,22.87,147,42
0,21,1,UA,622,ORD,612,17,106,25
4,9,5,AA,739,LGA,1389,11.83,225,60
5,7,6,UA,15,JFK,2586,15.42,382,24
8,4,4,OO,5550,SFO,262,13.75,85,22
0,7,1,WN,493,TUS,367,10.75,75,8
1,21,4,AA,2466,SFO,1464,1,185,15
1,8,5,OO,6106,SFO,329,22.62,76,-4
5,23,1,UA,982,ORD,589,17.9,117,79
11,28,0,WN,1483,SMF,389,19.92,75,-13
0,22,2,WN,386,SJC,296,20.83,60,1
5,25,3,US,1177,LGA,544,10,126,-14
8,9,2,OO,5893,ORD,1437,9.77,228,4
11,11,4,OO,5902,ORD,224,13.42,63,107
2,20,4,UA,1,ORD,4243,10.4,556,21
1,3,0,B6,359,JFK,2465,18.25,397,17
